cust_id,call_date,age,job,marital,education,default,balance,housing,loan,contact,day,month,campaign,pdays,previous,poutcome,y
cust_003510,2019-01-15,39,technician,married,secondary,no,694,yes,no,cellular,23,jul,5,-1,0,unknown,no
cust_003512,2019-01-17,48,management,married,tertiary,no,291,yes,no,telephone,23,jul,2,-1,0,unknown,no
cust_003513,2018-08-17,52,blue_collar,married,primary,yes,0,no,no,cellular,23,jul,3,-1,0,unknown,no
cust_003514,2019-03-04,51,admin,single,secondary,no,895,no,no,cellular,23,jul,2,-1,0,unknown,yes
cust_003515,2018-05-21,59,retired,married,secondary,no,1449,yes,yes,cellular,23,jul,2,-1,0,unknown,no
cust_003516,2018-09-17,40,blue_collar,single,secondary,yes,61,no,no,cellular,23,jul,2,-1,0,unknown,no
cust_003517,2018-07-18,54,management,divorced,secondary,no,299,no,yes,cellular,23,jul,4,-1,0,unknown,no
cust_003518,2019-03-27,60,technician,married,secondary,no,591,no,no,telephone,23,jul,2,-1,0,unknown,no
cust_003519,2018-06-30,30,entrepreneur,divorced,secondary,no,151,yes,no,cellular,23,jul,4,-1,0,unknown,no
cust_003520,2018-09-01,32,admin,single,secondary,no,1291,yes,no,cellular,23,jul,2,-1,0,unknown,no
cust_003521,2018-07-06,37,admin,married,secondary,no,536,yes,no,cellular,23,jul,2,-1,0,unknown,no
cust_003522,2018-07-13,25,services,married,secondary,no,72,yes,no,cellular,23,jul,2,-1,0,unknown,no
cust_003523,2019-04-30,56,blue_collar,married,primary,no,0,yes,no,telephone,23,jul,5,-1,0,unknown,no
cust_003524,2019-04-20,51,technician,married,secondary,no,0,no,yes,cellular,23,jul,3,-1,0,unknown,no
cust_003525,2018-05-18,47,blue_collar,married,secondary,no,1110,yes,no,telephone,23,jul,3,-1,0,unknown,no
cust_003526,2018-05-23,56,retired,married,primary,no,2399,yes,no,cellular,23,jul,2,-1,0,unknown,no
cust_003527,2018-07-30,26,management,single,tertiary,no,2356,yes,no,cellular,23,jul,6,-1,0,unknown,no
cust_003528,2018-12-13,33,technician,married,secondary,no,844,yes,no,cellular,23,jul,3,-1,0,unknown,no
cust_003529,2018-10-25,31,technician,single,secondary,no,1014,yes,no,cellular,23,jul,4,-1,0,unknown,no
cust_003531,2019-02-12,53,entrepreneur,married,tertiary,no,49,no,yes,cellular,23,jul,5,-1,0,unknown,no
cust_003532,2018-07-11,57,retired,married,secondary,no,3382,no,yes,telephone,23,jul,2,-1,0,unknown,no
cust_003533,2018-06-23,37,management,married,tertiary,no,216,yes,no,cellular,23,jul,3,-1,0,unknown,no
cust_003534,2018-09-03,47,blue_collar,married,secondary,no,13,yes,yes,telephone,23,jul,2,-1,0,unknown,no
cust_003536,2018-06-15,49,blue_collar,married,secondary,no,3677,yes,no,cellular,23,jul,3,-1,0,unknown,no
cust_003538,2019-04-20,28,services,single,secondary,yes,-7,no,yes,cellular,23,jul,5,-1,0,unknown,no
cust_003539,2018-05-30,49,blue_collar,married,primary,no,-57,no,no,telephone,23,jul,2,-1,0,unknown,no
cust_003540,2019-04-01,53,services,married,primary,no,8918,yes,no,telephone,23,jul,2,-1,0,unknown,no
cust_003541,2019-02-08,52,services,divorced,secondary,no,6,no,no,cellular,23,jul,3,-1,0,unknown,no
cust_003542,2019-04-07,42,technician,single,secondary,no,2646,yes,no,cellular,23,jul,4,-1,0,unknown,no
cust_003543,2019-03-15,56,blue_collar,married,secondary,no,527,no,yes,telephone,23,jul,4,-1,0,unknown,no
cust_003544,2019-04-22,59,technician,married,secondary,no,135,yes,yes,cellular,23,jul,4,-1,0,unknown,yes
cust_003546,2018-10-01,38,admin,divorced,secondary,no,74,yes,no,cellular,23,jul,3,-1,0,unknown,no
cust_003547,2018-05-20,59,services,married,secondary,no,204,no,no,cellular,23,jul,2,-1,0,unknown,no
cust_003548,2018-07-15,38,entrepreneur,married,tertiary,no,0,no,no,cellular,23,jul,2,-1,0,unknown,yes
cust_003549,2018-09-29,33,blue_collar,single,tertiary,no,457,yes,no,cellular,23,jul,4,-1,0,unknown,no
cust_003550,2018-07-07,39,admin,divorced,tertiary,no,1087,no,yes,cellular,23,jul,2,-1,0,unknown,no
cust_003551,2018-06-28,49,blue_collar,married,primary,no,0,yes,yes,telephone,23,jul,6,-1,0,unknown,no
cust_003554,2019-03-09,53,technician,married,secondary,no,944,yes,no,cellular,23,jul,4,-1,0,unknown,no
cust_003555,2018-11-20,55,management,divorced,tertiary,no,36,no,no,cellular,23,jul,2,-1,0,unknown,no
cust_003556,2019-04-22,35,management,single,tertiary,no,657,yes,no,cellular,23,jul,2,-1,0,unknown,no
cust_003557,2018-09-20,57,blue_collar,married,primary,no,94,yes,no,telephone,23,jul,5,-1,0,unknown,no
cust_003558,2019-04-28,31,admin,married,secondary,no,1130,yes,no,cellular,23,jul,5,-1,0,unknown,no
cust_003559,2019-04-01,39,blue_collar,married,primary,no,163,yes,no,telephone,23,jul,5,-1,0,unknown,no
cust_003561,2018-06-05,30,technician,single,tertiary,no,-3,yes,no,cellular,24,jul,4,-1,0,unknown,no
cust_003562,2019-01-20,57,services,married,secondary,no,204,no,no,telephone,24,jul,3,-1,0,unknown,no
cust_003563,2019-03-30,35,technician,married,tertiary,no,-290,yes,yes,cellular,24,jul,3,-1,0,unknown,no
cust_003565,2019-02-10,40,services,married,secondary,no,471,yes,no,cellular,24,jul,4,-1,0,unknown,yes
cust_003566,2018-10-30,29,technician,single,tertiary,no,2485,no,no,telephone,24,jul,6,-1,0,unknown,no
cust_003567,2019-02-15,48,technician,married,secondary,no,93,no,no,cellular,24,jul,2,-1,0,unknown,no
cust_003568,2019-03-08,30,self_employed,married,primary,no,1380,yes,no,cellular,24,jul,9,-1,0,unknown,no
cust_003569,2018-05-20,34,management,single,tertiary,no,3282,yes,no,cellular,24,jul,4,-1,0,unknown,no
cust_003570,2019-04-02,47,technician,single,tertiary,no,31,no,yes,cellular,24,jul,4,-1,0,unknown,no
cust_003571,2018-08-29,31,management,single,tertiary,no,241,yes,no,cellular,24,jul,3,-1,0,unknown,no
cust_003572,2018-11-18,34,management,married,tertiary,no,48,no,no,cellular,24,jul,7,-1,0,unknown,no
cust_003574,2018-06-13,45,blue_collar,married,primary,no,0,yes,no,telephone,24,jul,1,-1,0,unknown,no
cust_003575,2019-04-12,42,housemaid,single,primary,no,206,no,yes,cellular,24,jul,1,-1,0,unknown,no
cust_003576,2018-08-02,35,technician,divorced,secondary,no,0,no,no,cellular,24,jul,2,-1,0,unknown,no
cust_003577,2018-06-17,29,admin,single,secondary,no,768,yes,no,cellular,24,jul,5,-1,0,unknown,no
cust_003579,2018-09-10,46,blue_collar,married,primary,no,0,no,no,cellular,24,jul,1,-1,0,unknown,no
cust_003580,2018-06-14,42,admin,divorced,secondary,yes,0,no,no,cellular,24,jul,1,-1,0,unknown,no
cust_003581,2018-12-08,27,services,single,tertiary,no,1501,yes,no,cellular,24,jul,1,-1,0,unknown,no
cust_003582,2019-03-28,47,technician,married,secondary,no,232,yes,no,cellular,24,jul,1,-1,0,unknown,no
cust_003583,2018-10-09,57,retired,divorced,primary,yes,0,no,yes,cellular,24,jul,2,-1,0,unknown,no
cust_003584,2018-06-10,25,management,single,tertiary,no,137,yes,no,cellular,24,jul,3,-1,0,unknown,no
cust_003585,2018-08-01,40,services,married,secondary,no,0,yes,no,cellular,24,jul,1,-1,0,unknown,no
cust_003586,2019-01-21,37,technician,married,secondary,yes,0,no,yes,cellular,24,jul,1,-1,0,unknown,no
cust_003587,2018-10-26,60,technician,single,secondary,no,12,no,no,cellular,24,jul,1,-1,0,unknown,no
cust_003588,2018-07-29,43,management,married,tertiary,no,-183,no,no,cellular,24,jul,1,-1,0,unknown,no
cust_003590,2018-12-25,56,technician,married,secondary,no,582,yes,no,cellular,24,jul,4,-1,0,unknown,no
cust_003593,2019-02-21,37,admin,divorced,secondary,no,0,no,no,cellular,24,jul,1,-1,0,unknown,no
cust_003594,2018-08-31,59,retired,divorced,secondary,no,319,no,no,cellular,24,jul,1,-1,0,unknown,no
cust_003595,2018-05-27,53,services,married,secondary,no,1065,no,yes,cellular,24,jul,1,-1,0,unknown,no
cust_003597,2019-05-10,56,management,divorced,tertiary,no,535,yes,no,cellular,24,jul,1,-1,0,unknown,no
cust_003599,2018-08-28,34,management,single,tertiary,no,0,no,no,cellular,24,jul,3,-1,0,unknown,no
cust_003600,2018-12-12,34,technician,married,tertiary,no,4,yes,no,telephone,24,jul,1,-1,0,unknown,no
cust_003601,2019-03-22,42,entrepreneur,married,tertiary,no,-14,yes,no,cellular,24,jul,2,-1,0,unknown,no
cust_003602,2018-06-27,24,unemployed,single,tertiary,yes,-164,yes,yes,cellular,24,jul,4,-1,0,unknown,no
cust_003603,2018-05-30,34,self_employed,single,tertiary,no,693,yes,no,cellular,24,jul,1,-1,0,unknown,no
cust_003606,2018-11-23,32,technician,married,tertiary,no,2553,yes,no,cellular,24,jul,7,-1,0,unknown,no
cust_003607,2018-12-18,29,services,married,secondary,no,31,yes,no,cellular,24,jul,5,-1,0,unknown,no
cust_003608,2019-02-19,51,retired,divorced,primary,no,43,no,no,cellular,24,jul,2,-1,0,unknown,no
cust_003609,2018-06-28,28,technician,married,secondary,no,158,yes,yes,telephone,24,jul,1,-1,0,unknown,no
cust_003610,2018-12-31,38,management,single,tertiary,no,0,no,no,cellular,24,jul,1,-1,0,unknown,no
cust_003611,2018-10-01,51,blue_collar,married,primary,no,603,yes,no,cellular,24,jul,2,-1,0,unknown,yes
cust_003612,2018-06-19,37,entrepreneur,married,primary,no,-204,yes,no,cellular,24,jul,1,-1,0,unknown,no
cust_003613,2019-03-17,26,admin,married,secondary,no,8,yes,yes,cellular,24,jul,1,-1,0,unknown,no
cust_003614,2018-10-03,40,management,married,tertiary,no,416,yes,no,cellular,24,jul,2,-1,0,unknown,no
cust_003615,2018-07-08,40,admin,married,secondary,no,1614,no,no,cellular,24,jul,1,-1,0,unknown,no
cust_003618,2019-01-09,44,technician,married,secondary,no,0,yes,no,cellular,24,jul,1,-1,0,unknown,no
cust_003619,2019-01-02,49,entrepreneur,divorced,secondary,no,10350,no,yes,cellular,24,jul,1,-1,0,unknown,no
cust_003620,2018-08-28,59,retired,married,secondary,no,163,no,no,cellular,24,jul,1,-1,0,unknown,no
cust_003622,2018-07-02,40,blue_collar,married,primary,no,0,no,no,cellular,24,jul,1,-1,0,unknown,no
cust_003623,2018-08-03,38,blue_collar,single,primary,yes,-129,yes,no,cellular,24,jul,2,-1,0,unknown,no
cust_003624,2019-03-03,45,services,divorced,secondary,no,138,no,no,telephone,24,jul,11,-1,0,unknown,no
cust_003626,2019-04-13,53,services,married,secondary,no,24,yes,no,cellular,24,jul,1,-1,0,unknown,no
cust_003627,2018-06-28,51,services,married,secondary,no,-238,yes,no,cellular,24,jul,1,-1,0,unknown,no
cust_003628,2019-03-30,25,technician,single,secondary,no,945,yes,no,cellular,24,jul,4,-1,0,unknown,no
cust_003629,2018-10-31,41,management,married,tertiary,no,0,yes,no,cellular,24,jul,1,-1,0,unknown,no
cust_003630,2019-01-14,39,blue_collar,married,primary,no,85,yes,no,cellular,24,jul,1,-1,0,unknown,no
cust_003632,2018-08-14,26,entrepreneur,married,secondary,no,1,yes,no,cellular,24,jul,2,-1,0,unknown,no
cust_003633,2018-11-22,41,admin,married,secondary,no,2661,yes,no,telephone,24,jul,1,-1,0,unknown,no
cust_003634,2018-06-13,32,management,single,tertiary,no,887,yes,no,cellular,24,jul,5,-1,0,unknown,no
cust_003635,2019-03-04,29,entrepreneur,divorced,tertiary,no,444,no,no,cellular,24,jul,2,-1,0,unknown,no
cust_003636,2019-04-28,50,blue_collar,married,primary,no,27,yes,no,cellular,24,jul,1,-1,0,unknown,no
cust_003637,2019-01-12,45,management,married,tertiary,no,0,no,no,cellular,24,jul,2,-1,0,unknown,no
cust_003638,2018-11-02,31,housemaid,married,primary,no,-184,yes,no,cellular,24,jul,1,-1,0,unknown,no
cust_003639,2018-06-19,38,technician,married,tertiary,no,-255,yes,yes,cellular,24,jul,1,-1,0,unknown,no
cust_003640,2019-01-01,47,housemaid,married,primary,no,0,yes,no,telephone,24,jul,1,-1,0,unknown,no
cust_003643,2018-10-14,34,technician,married,tertiary,no,2656,yes,no,cellular,24,jul,1,-1,0,unknown,no
cust_003645,2019-01-06,44,blue_collar,single,primary,no,0,yes,no,cellular,24,jul,1,-1,0,unknown,no
cust_003646,2018-12-31,31,admin,married,secondary,no,0,yes,no,cellular,24,jul,1,-1,0,unknown,no
cust_003647,2018-12-20,57,management,married,tertiary,no,1741,no,no,cellular,24,jul,2,-1,0,unknown,no
cust_003648,2018-07-07,46,blue_collar,married,secondary,no,310,yes,no,cellular,24,jul,2,-1,0,unknown,no
cust_003650,2019-02-03,30,unemployed,single,secondary,no,79,no,yes,cellular,24,jul,1,-1,0,unknown,no
cust_003651,2018-07-18,28,housemaid,married,secondary,no,204,yes,no,cellular,24,jul,1,-1,0,unknown,no
cust_003652,2018-10-06,28,admin,single,secondary,no,2,yes,no,cellular,24,jul,1,-1,0,unknown,yes
cust_003655,2019-02-20,51,blue_collar,married,secondary,no,794,yes,no,telephone,24,jul,1,-1,0,unknown,no
cust_003656,2019-01-25,53,management,married,tertiary,yes,-252,no,yes,cellular,24,jul,2,-1,0,unknown,no
cust_003657,2018-08-07,48,services,married,secondary,no,0,no,no,telephone,24,jul,1,-1,0,unknown,no
cust_003658,2018-08-06,34,management,married,tertiary,no,0,yes,no,telephone,24,jul,1,-1,0,unknown,no
cust_003659,2018-10-07,34,management,married,tertiary,no,280,yes,no,cellular,24,jul,2,-1,0,unknown,no
cust_003660,2018-11-28,36,admin,married,secondary,no,403,no,no,cellular,24,jul,2,-1,0,unknown,no
cust_003662,2018-12-15,28,management,single,tertiary,no,1,no,no,cellular,24,jul,11,-1,0,unknown,no
cust_003664,2019-01-24,34,technician,married,secondary,no,1234,yes,no,cellular,24,jul,6,-1,0,unknown,no
cust_003666,2018-10-29,27,technician,divorced,secondary,no,162,yes,no,cellular,24,jul,1,-1,0,unknown,no
cust_003667,2019-05-03,56,technician,married,primary,no,0,yes,yes,cellular,24,jul,1,-1,0,unknown,no
cust_003669,2018-05-21,52,blue_collar,married,primary,no,117,no,yes,cellular,24,jul,2,-1,0,unknown,no
cust_003672,2019-01-22,29,admin,married,secondary,no,187,yes,yes,cellular,24,jul,2,-1,0,unknown,no
cust_003673,2019-01-25,40,blue_collar,married,secondary,no,3131,yes,no,cellular,24,jul,1,-1,0,unknown,no
cust_003674,2018-06-23,35,technician,single,tertiary,no,4,yes,no,cellular,24,jul,1,-1,0,unknown,no
cust_003676,2018-12-11,32,technician,married,tertiary,no,401,yes,no,cellular,24,jul,1,-1,0,unknown,no
cust_003677,2019-03-03,26,entrepreneur,single,secondary,no,87,yes,no,cellular,24,jul,1,-1,0,unknown,no
cust_003679,2019-04-06,39,admin,divorced,secondary,no,1086,no,no,cellular,24,jul,1,-1,0,unknown,no
cust_003680,2018-07-13,35,management,single,tertiary,no,945,yes,no,cellular,24,jul,1,-1,0,unknown,no
cust_003681,2019-02-26,38,unemployed,married,secondary,no,0,no,no,cellular,24,jul,2,-1,0,unknown,no
cust_003682,2019-04-05,37,management,divorced,primary,yes,0,yes,no,telephone,24,jul,1,-1,0,unknown,no
cust_003683,2018-05-30,28,management,married,tertiary,no,9664,yes,no,cellular,24,jul,2,-1,0,unknown,no
cust_003684,2018-11-18,41,blue_collar,married,secondary,yes,720,no,yes,cellular,24,jul,1,-1,0,unknown,yes
cust_003685,2018-07-28,31,blue_collar,single,secondary,no,-806,yes,yes,cellular,24,jul,3,-1,0,unknown,no
cust_003686,2019-03-15,50,admin,single,secondary,no,26,no,yes,telephone,24,jul,4,-1,0,unknown,no
cust_003689,2019-03-05,29,entrepreneur,married,tertiary,no,0,yes,no,cellular,24,jul,1,-1,0,unknown,no
cust_003690,2018-11-19,40,services,married,secondary,no,-345,yes,no,cellular,24,jul,2,-1,0,unknown,no
cust_003692,2018-07-25,49,services,married,secondary,no,86,yes,yes,cellular,24,jul,2,-1,0,unknown,no
cust_003693,2018-09-26,51,blue_collar,married,primary,no,959,no,yes,cellular,24,jul,5,-1,0,unknown,no
cust_003694,2019-02-26,34,technician,married,secondary,no,945,yes,yes,cellular,24,jul,1,-1,0,unknown,no
cust_003695,2018-12-14,34,technician,single,secondary,yes,103,yes,yes,cellular,24,jul,1,-1,0,unknown,no
cust_003696,2019-04-26,32,blue_collar,married,secondary,no,2502,yes,no,cellular,24,jul,1,-1,0,unknown,no
cust_003697,2018-09-01,52,blue_collar,married,secondary,no,3510,yes,no,telephone,24,jul,7,-1,0,unknown,no
cust_003698,2018-09-04,54,management,married,tertiary,no,0,yes,no,cellular,24,jul,2,-1,0,unknown,no
cust_003699,2019-01-18,35,blue_collar,married,secondary,no,1290,yes,no,cellular,24,jul,1,-1,0,unknown,no
cust_003700,2018-10-19,59,blue_collar,divorced,primary,no,867,yes,no,cellular,24,jul,1,-1,0,unknown,no
cust_003701,2018-10-11,29,management,married,tertiary,no,1022,yes,no,cellular,24,jul,1,-1,0,unknown,no
cust_003702,2018-09-18,31,technician,married,tertiary,no,6525,yes,no,cellular,24,jul,1,-1,0,unknown,no
cust_003703,2018-10-08,28,technician,single,secondary,no,1241,no,no,cellular,24,jul,1,-1,0,unknown,no
cust_003704,2018-11-15,35,unemployed,married,primary,no,3,no,no,cellular,24,jul,1,-1,0,unknown,no
cust_003705,2019-03-23,49,management,married,secondary,no,27,yes,no,cellular,24,jul,2,-1,0,unknown,no
cust_003706,2018-07-29,35,technician,single,secondary,no,1001,no,yes,cellular,24,jul,2,-1,0,unknown,no
cust_003707,2018-10-01,36,management,single,tertiary,no,124,yes,no,telephone,24,jul,4,-1,0,unknown,no
cust_003708,2018-09-23,36,admin,single,secondary,no,1281,no,no,telephone,24,jul,2,-1,0,unknown,no
cust_003709,2018-12-30,30,services,married,secondary,no,-68,yes,yes,cellular,24,jul,1,-1,0,unknown,no
cust_003711,2019-01-17,50,technician,divorced,tertiary,no,1679,yes,no,cellular,24,jul,2,-1,0,unknown,no
cust_003712,2019-01-05,35,blue_collar,married,secondary,no,0,yes,yes,cellular,24,jul,1,-1,0,unknown,no
cust_003713,2019-01-05,33,blue_collar,married,secondary,no,0,yes,no,cellular,24,jul,1,-1,0,unknown,no
cust_003714,2018-08-17,48,blue_collar,divorced,secondary,no,271,yes,yes,cellular,24,jul,1,-1,0,unknown,no
cust_003717,2018-12-15,45,management,married,tertiary,yes,-577,yes,yes,cellular,24,jul,1,-1,0,unknown,no
cust_003718,2018-09-15,34,management,married,tertiary,no,889,yes,no,cellular,24,jul,1,-1,0,unknown,no
cust_003719,2018-12-24,32,management,single,tertiary,no,597,no,yes,cellular,24,jul,1,-1,0,unknown,no
cust_003720,2019-04-06,29,technician,single,secondary,no,428,yes,no,cellular,24,jul,2,-1,0,unknown,no
cust_003721,2019-02-01,37,admin,married,secondary,no,352,yes,no,cellular,24,jul,2,-1,0,unknown,no
cust_003722,2018-07-10,26,blue_collar,single,secondary,no,1292,yes,no,cellular,24,jul,4,-1,0,unknown,no
cust_003723,2018-10-27,27,management,married,tertiary,no,2729,yes,no,cellular,24,jul,2,-1,0,unknown,no
cust_003725,2019-04-07,43,unemployed,divorced,secondary,no,0,yes,no,cellular,24,jul,2,-1,0,unknown,no
cust_003726,2019-05-06,33,self_employed,married,tertiary,no,277,no,no,cellular,24,jul,2,-1,0,unknown,no
cust_003727,2019-01-11,51,management,married,primary,no,33,yes,no,cellular,24,jul,2,-1,0,unknown,no
cust_003728,2019-04-29,45,blue_collar,married,secondary,no,2718,yes,no,cellular,24,jul,2,-1,0,unknown,no
cust_003729,2019-03-21,30,admin,single,secondary,no,2702,yes,no,cellular,24,jul,2,-1,0,unknown,no
cust_003730,2018-08-09,38,technician,married,secondary,no,69,no,yes,cellular,24,jul,2,-1,0,unknown,no
cust_003731,2019-04-25,25,student,single,secondary,no,1747,yes,no,cellular,24,jul,1,-1,0,unknown,yes
cust_003733,2019-05-08,43,retired,married,primary,no,222,no,no,cellular,24,jul,2,-1,0,unknown,no
cust_003735,2019-04-22,50,management,divorced,tertiary,no,201,yes,no,cellular,24,jul,1,-1,0,unknown,no
cust_003737,2018-10-04,57,retired,married,primary,no,-64,yes,no,telephone,24,jul,1,-1,0,unknown,no
cust_003738,2018-08-13,25,technician,single,secondary,no,4718,no,no,cellular,24,jul,1,-1,0,unknown,yes
cust_003739,2018-12-07,46,management,divorced,secondary,no,145,yes,no,cellular,24,jul,5,-1,0,unknown,no
cust_003740,2018-05-31,30,management,single,secondary,yes,-985,no,no,telephone,24,jul,4,-1,0,unknown,no
cust_003742,2018-07-25,50,technician,divorced,secondary,no,-701,yes,yes,cellular,24,jul,1,-1,0,unknown,no
cust_003743,2018-07-01,52,entrepreneur,divorced,secondary,no,7,no,no,cellular,24,jul,5,-1,0,unknown,no
cust_003744,2018-08-15,50,housemaid,married,tertiary,no,5260,yes,no,cellular,24,jul,2,-1,0,unknown,no
cust_003746,2018-11-29,39,blue_collar,married,secondary,no,334,yes,no,telephone,24,jul,4,-1,0,unknown,no
cust_003747,2018-10-10,42,blue_collar,married,secondary,no,634,yes,no,cellular,24,jul,2,-1,0,unknown,no
cust_003748,2018-08-05,36,management,married,tertiary,no,268,yes,yes,cellular,24,jul,1,-1,0,unknown,no
cust_003750,2019-02-25,52,blue_collar,married,primary,no,134,yes,no,cellular,24,jul,3,-1,0,unknown,no
cust_003751,2018-11-17,37,blue_collar,married,secondary,no,-59,yes,yes,cellular,24,jul,1,-1,0,unknown,no
cust_003752,2019-02-18,28,technician,married,secondary,no,169,yes,no,cellular,24,jul,2,-1,0,unknown,no
cust_003753,2019-04-09,28,blue_collar,married,secondary,no,214,yes,yes,cellular,24,jul,3,-1,0,unknown,no
cust_003754,2019-04-19,32,admin,married,secondary,no,0,yes,no,cellular,24,jul,2,-1,0,unknown,no
cust_003755,2018-09-04,30,admin,divorced,secondary,no,78,yes,no,cellular,24,jul,1,-1,0,unknown,no
cust_003756,2019-03-27,49,technician,divorced,secondary,no,-39,yes,yes,cellular,24,jul,3,-1,0,unknown,no
cust_003757,2018-05-17,43,management,married,secondary,no,5,yes,no,cellular,24,jul,1,-1,0,unknown,no
cust_003758,2018-07-22,59,technician,divorced,tertiary,no,3331,yes,no,cellular,24,jul,3,-1,0,unknown,no
cust_003759,2018-09-01,29,blue_collar,married,secondary,no,658,yes,no,cellular,24,jul,1,-1,0,unknown,no
cust_003761,2018-11-11,31,services,single,secondary,no,0,yes,no,cellular,24,jul,1,-1,0,unknown,no
cust_003762,2018-08-09,31,blue_collar,married,primary,no,33,yes,no,cellular,24,jul,2,-1,0,unknown,yes
cust_003763,2018-09-15,32,blue_collar,divorced,primary,no,-156,yes,no,cellular,24,jul,2,-1,0,unknown,no
cust_003764,2019-04-02,46,entrepreneur,married,primary,no,8873,yes,no,cellular,24,jul,2,-1,0,unknown,no
cust_003765,2018-07-16,30,services,married,primary,no,-224,yes,no,cellular,24,jul,3,-1,0,unknown,no
cust_003766,2018-09-18,47,blue_collar,divorced,secondary,no,506,no,no,cellular,24,jul,1,-1,0,unknown,no
cust_003767,2019-04-15,42,management,divorced,tertiary,no,401,yes,no,cellular,24,jul,9,-1,0,unknown,no
cust_003768,2018-12-13,41,blue_collar,married,secondary,no,2717,yes,yes,cellular,24,jul,2,-1,0,unknown,no
cust_003769,2018-05-13,31,technician,married,tertiary,no,162,yes,no,cellular,24,jul,11,-1,0,unknown,no
cust_003770,2018-11-24,53,housemaid,divorced,primary,no,2253,yes,no,cellular,24,jul,1,-1,0,unknown,no
cust_003771,2018-08-08,57,entrepreneur,married,primary,no,6,yes,no,cellular,24,jul,6,-1,0,unknown,no
cust_003772,2018-11-25,38,management,married,tertiary,no,272,yes,no,cellular,24,jul,1,-1,0,unknown,no
cust_003773,2018-12-08,48,blue_collar,married,primary,no,595,no,no,cellular,24,jul,1,-1,0,unknown,no
cust_003775,2018-06-22,39,management,married,tertiary,no,63,yes,no,cellular,24,jul,1,-1,0,unknown,no
cust_003776,2019-04-12,31,admin,married,secondary,no,12,yes,no,cellular,24,jul,1,-1,0,unknown,no
cust_003777,2018-11-13,33,admin,married,tertiary,no,640,no,no,cellular,24,jul,1,-1,0,unknown,no
cust_003778,2019-03-27,35,services,married,secondary,no,0,yes,no,cellular,24,jul,1,-1,0,unknown,no
cust_003779,2019-02-14,41,management,married,secondary,no,3096,yes,no,cellular,24,jul,6,-1,0,unknown,no
cust_003781,2018-10-05,26,technician,single,secondary,no,3382,no,no,cellular,24,jul,5,-1,0,unknown,no
cust_003782,2018-07-14,61,retired,divorced,secondary,no,291,no,no,cellular,24,jul,5,-1,0,unknown,no
cust_003783,2018-05-14,34,technician,single,secondary,no,347,yes,no,cellular,24,jul,6,-1,0,unknown,no
cust_003784,2018-09-21,37,admin,married,secondary,no,3226,yes,yes,cellular,24,jul,3,-1,0,unknown,no
cust_003785,2019-03-30,40,technician,married,secondary,no,203,yes,no,cellular,24,jul,1,-1,0,unknown,no
cust_003788,2018-12-27,46,management,married,tertiary,no,-71,yes,yes,telephone,24,jul,2,-1,0,unknown,no
cust_003789,2018-12-29,54,entrepreneur,married,tertiary,no,1544,no,yes,cellular,24,jul,3,-1,0,unknown,no
cust_003790,2019-02-04,25,entrepreneur,married,tertiary,no,30,yes,no,cellular,24,jul,2,-1,0,unknown,no
cust_003791,2019-03-11,57,management,married,tertiary,no,224,yes,no,cellular,24,jul,4,-1,0,unknown,no
cust_003792,2019-05-05,25,housemaid,married,primary,no,669,yes,no,cellular,24,jul,2,-1,0,unknown,no
cust_003795,2018-07-15,45,admin,single,secondary,no,757,yes,yes,cellular,24,jul,3,-1,0,unknown,no
cust_003797,2018-10-30,47,technician,married,tertiary,no,1430,yes,no,cellular,24,jul,11,-1,0,unknown,no
cust_003798,2018-09-05,44,blue_collar,married,primary,no,658,yes,no,telephone,24,jul,2,-1,0,unknown,no
cust_003799,2019-03-18,42,blue_collar,married,secondary,no,0,yes,no,cellular,24,jul,2,-1,0,unknown,no
cust_003800,2018-08-11,35,blue_collar,married,primary,no,0,yes,no,cellular,24,jul,6,-1,0,unknown,no
cust_003801,2018-07-04,33,technician,divorced,secondary,no,791,yes,no,cellular,24,jul,2,-1,0,unknown,no
cust_003802,2019-04-10,45,blue_collar,married,secondary,no,1103,yes,no,cellular,24,jul,2,-1,0,unknown,no
cust_003803,2019-04-18,27,technician,single,secondary,no,471,yes,yes,cellular,24,jul,2,-1,0,unknown,no
cust_003804,2018-06-20,30,admin,married,tertiary,no,0,yes,no,cellular,24,jul,2,-1,0,unknown,no
cust_003805,2018-08-26,40,self_employed,married,tertiary,no,191,yes,no,cellular,24,jul,5,-1,0,unknown,no
cust_003806,2018-07-17,57,management,married,secondary,no,0,yes,no,cellular,24,jul,2,-1,0,unknown,no
cust_003807,2019-04-16,26,services,married,secondary,no,199,no,no,cellular,24,jul,6,-1,0,unknown,no
cust_003808,2018-06-11,28,services,single,secondary,no,340,yes,no,cellular,24,jul,2,-1,0,unknown,yes
cust_003810,2019-03-25,49,technician,divorced,secondary,no,305,no,no,cellular,24,jul,2,-1,0,unknown,yes
cust_003811,2018-06-27,50,blue_collar,divorced,secondary,no,-54,no,no,cellular,24,jul,3,-1,0,unknown,no
cust_003812,2018-12-09,37,housemaid,married,primary,no,0,yes,no,cellular,24,jul,5,-1,0,unknown,no
cust_003813,2018-06-13,41,admin,single,secondary,no,100,yes,no,telephone,24,jul,2,-1,0,unknown,no
cust_003814,2018-05-24,43,technician,married,secondary,no,34,yes,no,cellular,24,jul,3,-1,0,unknown,no
