cust_id,call_date,age,job,marital,education,default,balance,housing,loan,contact,day,month,campaign,pdays,previous,poutcome
cust_003310,2018-06-24,34,admin,married,secondary,no,804,yes,no,cellular,23,jul,9,-1,0,unknown
cust_003315,2018-07-04,39,self_employed,married,secondary,no,81,no,yes,cellular,23,jul,1,-1,0,unknown
cust_003323,2019-03-24,34,services,married,secondary,no,-451,yes,yes,cellular,23,jul,1,-1,0,unknown
cust_003327,2018-06-07,42,management,divorced,secondary,no,283,yes,no,cellular,23,jul,1,-1,0,unknown
cust_003328,2018-11-06,30,technician,married,tertiary,no,0,yes,yes,cellular,23,jul,1,-1,0,unknown
cust_003332,2019-05-03,38,admin,married,secondary,no,532,yes,no,cellular,23,jul,1,-1,0,unknown
cust_003335,2018-12-18,40,blue_collar,married,secondary,no,2279,no,no,cellular,23,jul,1,-1,0,unknown
cust_003336,2018-11-13,35,management,divorced,tertiary,no,505,no,no,cellular,23,jul,1,-1,0,unknown
cust_003337,2018-08-01,36,self_employed,married,tertiary,no,328,yes,yes,cellular,23,jul,1,-1,0,unknown
cust_003340,2018-11-22,38,entrepreneur,divorced,tertiary,no,1690,no,no,cellular,23,jul,1,-1,0,unknown
cust_003350,2018-12-03,52,blue_collar,married,secondary,no,1027,no,no,cellular,23,jul,1,-1,0,unknown
cust_003354,2019-01-10,47,technician,married,tertiary,no,1115,yes,no,telephone,23,jul,9,-1,0,unknown
cust_003356,2018-07-04,29,blue_collar,married,secondary,no,721,yes,no,cellular,23,jul,1,-1,0,unknown
cust_003359,2018-11-06,25,technician,single,tertiary,no,148,no,no,cellular,23,jul,1,-1,0,unknown
cust_003366,2018-08-14,43,housemaid,married,primary,no,94,no,no,cellular,23,jul,9,-1,0,unknown
cust_003373,2018-06-30,35,management,single,secondary,no,329,no,no,cellular,23,jul,8,-1,0,unknown
cust_003381,2018-06-06,60,retired,married,primary,no,566,no,yes,cellular,23,jul,1,-1,0,unknown
cust_003391,2018-10-23,25,admin,married,secondary,no,789,yes,no,cellular,23,jul,1,-1,0,unknown
cust_003396,2018-05-24,27,self_employed,single,tertiary,no,82,no,yes,cellular,23,jul,1,-1,0,unknown
cust_003397,2018-06-30,29,services,married,secondary,no,30,yes,no,cellular,23,jul,3,-1,0,unknown
cust_003401,2018-09-09,28,technician,single,tertiary,no,-123,no,yes,cellular,23,jul,1,-1,0,unknown
cust_003402,2019-03-25,38,technician,divorced,secondary,no,1,no,yes,cellular,23,jul,1,-1,0,unknown
cust_003405,2018-09-08,45,blue_collar,single,primary,no,308,yes,no,cellular,23,jul,2,-1,0,unknown
cust_003411,2018-07-04,33,services,divorced,secondary,no,44,no,yes,cellular,23,jul,1,-1,0,unknown
cust_003417,2018-10-31,27,housemaid,married,primary,no,0,yes,no,cellular,23,jul,3,-1,0,unknown
cust_003418,2018-11-27,48,blue_collar,married,primary,no,-460,no,no,cellular,23,jul,1,-1,0,unknown
cust_003429,2018-09-30,35,admin,married,secondary,no,11,yes,no,cellular,23,jul,4,-1,0,unknown
cust_003432,2018-08-02,39,entrepreneur,divorced,secondary,no,990,yes,no,cellular,23,jul,1,-1,0,unknown
cust_003435,2019-03-06,57,entrepreneur,married,tertiary,no,234,no,no,cellular,23,jul,2,-1,0,unknown
cust_003439,2018-08-05,59,self_employed,married,tertiary,no,0,yes,no,cellular,23,jul,1,-1,0,unknown
cust_003440,2018-05-10,26,services,single,secondary,no,127,yes,yes,cellular,23,jul,3,-1,0,unknown
cust_003442,2018-08-06,48,services,divorced,primary,no,2805,no,yes,cellular,23,jul,2,-1,0,unknown
cust_003444,2018-06-28,33,self_employed,single,primary,no,4443,no,no,telephone,23,jul,6,-1,0,unknown
cust_003454,2019-02-23,57,management,married,secondary,no,-868,yes,yes,cellular,23,jul,1,-1,0,unknown
cust_003458,2018-09-09,32,blue_collar,single,secondary,no,0,no,no,cellular,23,jul,6,-1,0,unknown
cust_003464,2019-02-26,43,management,divorced,secondary,no,1387,no,no,telephone,23,jul,2,-1,0,unknown
cust_003484,2019-04-03,56,services,married,secondary,no,-229,no,yes,cellular,23,jul,10,-1,0,unknown
cust_003485,2019-04-19,48,management,married,secondary,no,0,yes,no,telephone,23,jul,2,-1,0,unknown
cust_003489,2019-01-20,34,management,married,tertiary,no,415,no,yes,cellular,23,jul,2,-1,0,unknown
cust_003490,2019-03-26,59,housemaid,married,primary,no,509,no,yes,telephone,23,jul,2,-1,0,unknown
cust_003497,2018-09-24,56,admin,divorced,secondary,no,-429,no,yes,cellular,23,jul,4,-1,0,unknown
cust_003503,2018-05-15,36,management,married,tertiary,no,699,no,no,cellular,23,jul,1,-1,0,unknown
cust_003511,2019-01-06,31,admin,single,secondary,no,378,no,no,cellular,23,jul,2,-1,0,unknown
cust_003530,2018-09-30,41,blue_collar,married,primary,no,4,no,no,cellular,23,jul,5,-1,0,unknown
cust_003535,2018-09-19,26,blue_collar,single,secondary,no,5829,no,no,cellular,23,jul,2,-1,0,unknown
cust_003537,2019-03-23,50,retired,married,primary,no,14,no,yes,telephone,23,jul,4,-1,0,unknown
cust_003545,2018-11-11,28,self_employed,single,secondary,no,3761,no,yes,cellular,23,jul,3,-1,0,unknown
cust_003552,2019-02-16,27,self_employed,single,tertiary,no,1,yes,no,cellular,23,jul,4,-1,0,unknown
cust_003553,2018-05-26,32,housemaid,single,tertiary,no,93,no,no,cellular,23,jul,2,-1,0,unknown
cust_003560,2018-08-06,28,admin,married,secondary,no,1,yes,no,cellular,24,jul,4,-1,0,unknown
cust_003564,2018-05-27,26,blue_collar,married,secondary,no,242,yes,no,cellular,24,jul,2,-1,0,unknown
cust_003573,2019-02-18,38,admin,married,secondary,no,3091,yes,no,cellular,24,jul,2,-1,0,unknown
cust_003578,2018-06-08,40,management,married,tertiary,no,0,yes,yes,cellular,24,jul,1,-1,0,unknown
cust_003589,2018-07-11,45,technician,married,secondary,no,1415,yes,no,cellular,24,jul,1,-1,0,unknown
cust_003591,2018-08-31,50,technician,married,secondary,no,503,yes,no,cellular,24,jul,2,-1,0,unknown
cust_003592,2018-09-15,34,self_employed,married,secondary,no,179,yes,yes,cellular,24,jul,4,-1,0,unknown
cust_003596,2019-02-23,53,management,married,tertiary,no,1102,no,no,cellular,24,jul,1,-1,0,unknown
cust_003598,2018-07-04,34,technician,single,secondary,no,3,yes,yes,cellular,24,jul,1,-1,0,unknown
cust_003604,2019-04-06,29,admin,married,secondary,no,544,no,yes,cellular,24,jul,2,-1,0,unknown
cust_003605,2018-05-30,34,management,single,tertiary,no,1,yes,no,cellular,24,jul,1,-1,0,unknown
cust_003616,2018-06-05,51,services,married,secondary,no,53,no,yes,cellular,24,jul,1,-1,0,unknown
cust_003617,2018-12-19,41,technician,married,secondary,no,0,yes,no,cellular,24,jul,1,-1,0,unknown
cust_003621,2018-10-07,33,services,single,secondary,no,192,no,no,cellular,24,jul,1,-1,0,unknown
cust_003625,2018-06-04,56,management,divorced,tertiary,no,1654,yes,no,cellular,24,jul,2,-1,0,unknown
cust_003631,2018-09-30,50,entrepreneur,married,primary,no,1327,no,yes,cellular,24,jul,1,-1,0,unknown
cust_003641,2018-08-30,33,management,married,tertiary,no,4,yes,yes,cellular,24,jul,1,-1,0,unknown
cust_003642,2018-09-16,45,entrepreneur,divorced,tertiary,no,1867,yes,no,cellular,24,jul,1,-1,0,unknown
cust_003644,2018-05-26,30,technician,married,secondary,no,13,yes,yes,cellular,24,jul,1,-1,0,unknown
cust_003649,2019-01-10,32,technician,married,tertiary,no,0,no,yes,cellular,24,jul,6,-1,0,unknown
cust_003653,2018-09-25,31,self_employed,married,secondary,no,296,yes,yes,cellular,24,jul,1,-1,0,unknown
cust_003654,2019-01-17,51,services,married,primary,no,56,no,yes,cellular,24,jul,2,-1,0,unknown
cust_003661,2019-02-07,52,management,divorced,tertiary,yes,0,no,no,cellular,24,jul,1,-1,0,unknown
cust_003663,2018-08-18,51,self_employed,married,secondary,no,921,no,no,cellular,24,jul,1,-1,0,unknown
cust_003665,2019-01-04,45,blue_collar,married,primary,no,1670,no,yes,cellular,24,jul,1,-1,0,unknown
cust_003668,2018-08-05,28,blue_collar,married,secondary,no,258,yes,no,cellular,24,jul,1,-1,0,unknown
cust_003670,2018-12-21,35,blue_collar,married,secondary,no,218,yes,no,cellular,24,jul,2,-1,0,unknown
cust_003671,2019-01-16,34,blue_collar,married,primary,no,251,yes,yes,cellular,24,jul,3,-1,0,unknown
cust_003675,2019-03-23,45,blue_collar,married,primary,no,0,yes,no,cellular,24,jul,1,-1,0,unknown
cust_003678,2018-11-10,33,technician,married,secondary,no,346,yes,yes,cellular,24,jul,1,-1,0,unknown
cust_003687,2018-08-28,44,blue_collar,married,secondary,no,3348,no,yes,cellular,24,jul,2,-1,0,unknown
cust_003688,2018-10-14,49,blue_collar,married,secondary,no,93,no,no,telephone,24,jul,4,-1,0,unknown
cust_003691,2019-04-17,37,technician,single,secondary,no,133,yes,no,cellular,24,jul,2,-1,0,unknown
cust_003710,2019-01-09,28,technician,single,secondary,no,981,yes,no,cellular,24,jul,1,-1,0,unknown
cust_003715,2019-01-26,56,housemaid,married,tertiary,no,1922,yes,no,cellular,24,jul,2,-1,0,unknown
cust_003716,2018-09-21,34,blue_collar,married,primary,no,176,no,no,cellular,24,jul,1,-1,0,unknown
cust_003724,2019-02-16,32,technician,divorced,secondary,no,3717,no,yes,cellular,24,jul,1,-1,0,unknown
cust_003732,2018-12-28,53,management,married,tertiary,no,602,yes,no,cellular,24,jul,2,-1,0,unknown
cust_003734,2018-08-09,45,admin,divorced,secondary,no,59,yes,no,cellular,24,jul,8,-1,0,unknown
cust_003736,2018-11-19,33,services,married,secondary,no,930,no,yes,cellular,24,jul,2,-1,0,unknown
cust_003741,2018-06-18,56,admin,married,secondary,no,360,yes,yes,cellular,24,jul,2,-1,0,unknown
cust_003745,2018-12-11,30,management,married,tertiary,no,14,no,no,cellular,24,jul,2,-1,0,unknown
cust_003749,2018-07-19,39,entrepreneur,married,tertiary,no,350,yes,no,cellular,24,jul,2,-1,0,unknown
cust_003760,2018-07-21,25,blue_collar,single,secondary,no,674,no,no,cellular,24,jul,2,-1,0,unknown
cust_003774,2018-11-10,40,technician,single,tertiary,no,445,yes,no,cellular,24,jul,1,-1,0,unknown
cust_003780,2018-10-07,33,management,married,tertiary,no,7,yes,no,telephone,24,jul,1,-1,0,unknown
cust_003786,2018-09-28,54,admin,married,secondary,no,1335,yes,no,cellular,24,jul,1,-1,0,unknown
cust_003787,2019-03-18,40,housemaid,married,primary,no,229,yes,no,cellular,24,jul,10,-1,0,unknown
cust_003793,2018-09-20,51,management,single,tertiary,no,1565,yes,no,cellular,24,jul,3,-1,0,unknown
cust_003794,2019-01-10,43,housemaid,married,primary,no,169,no,yes,telephone,24,jul,5,-1,0,unknown
cust_003796,2018-11-08,53,self_employed,married,tertiary,no,290,no,yes,cellular,24,jul,3,-1,0,unknown
cust_003809,2019-03-02,54,management,married,tertiary,no,148,no,yes,cellular,24,jul,3,-1,0,unknown
cust_003822,2018-07-01,32,services,divorced,secondary,no,4612,yes,no,cellular,24,jul,4,-1,0,unknown
cust_003824,2018-12-02,37,entrepreneur,married,tertiary,no,1514,no,yes,cellular,24,jul,3,-1,0,unknown
cust_003829,2019-05-07,33,admin,single,secondary,no,61,no,no,cellular,24,jul,4,-1,0,unknown
cust_003830,2018-06-19,42,technician,single,tertiary,no,-411,yes,no,cellular,24,jul,3,-1,0,unknown
cust_003838,2019-01-17,34,technician,married,tertiary,no,0,yes,no,cellular,25,jul,3,-1,0,unknown
cust_003861,2019-01-31,51,management,married,tertiary,no,-15,no,no,cellular,25,jul,2,-1,0,unknown
cust_003865,2019-04-20,25,services,single,secondary,no,156,yes,yes,cellular,25,jul,5,-1,0,unknown
cust_003868,2018-12-09,28,technician,single,secondary,no,799,yes,no,cellular,25,jul,1,-1,0,unknown
cust_003871,2019-04-30,37,management,married,tertiary,no,4039,no,yes,cellular,25,jul,2,-1,0,unknown
cust_003872,2018-08-25,30,management,single,tertiary,no,5074,yes,no,cellular,25,jul,2,-1,0,unknown
cust_003874,2018-11-06,29,services,married,tertiary,no,-62,yes,yes,cellular,25,jul,1,-1,0,unknown
cust_003888,2018-06-30,30,blue_collar,single,secondary,no,3,yes,no,cellular,25,jul,1,-1,0,unknown
cust_003895,2018-10-19,27,technician,single,secondary,no,3485,no,yes,cellular,25,jul,2,-1,0,unknown
cust_003896,2018-05-16,25,services,single,secondary,no,368,no,no,telephone,25,jul,1,-1,0,unknown
cust_003904,2019-02-16,30,blue_collar,single,primary,no,3195,yes,yes,cellular,25,jul,1,-1,0,unknown
cust_003910,2018-05-12,51,admin,divorced,secondary,no,74,yes,no,cellular,25,jul,2,-1,0,unknown
cust_003911,2018-08-28,42,blue_collar,married,primary,no,5,yes,no,cellular,25,jul,2,-1,0,unknown
cust_003912,2019-05-09,35,management,married,tertiary,no,0,yes,yes,cellular,25,jul,4,-1,0,unknown
cust_003915,2018-07-18,58,blue_collar,married,secondary,no,144,no,yes,cellular,25,jul,2,-1,0,unknown
cust_003917,2018-10-10,28,management,single,tertiary,no,1466,yes,no,cellular,25,jul,1,-1,0,unknown
cust_003921,2019-03-13,35,management,single,tertiary,no,48,yes,yes,cellular,25,jul,1,-1,0,unknown
cust_003922,2019-01-20,45,management,married,tertiary,no,634,yes,no,cellular,25,jul,1,-1,0,unknown
cust_003923,2019-01-10,49,technician,divorced,secondary,no,-54,yes,yes,cellular,25,jul,1,-1,0,unknown
cust_003928,2018-08-18,31,services,single,tertiary,no,10122,yes,no,cellular,25,jul,1,-1,0,unknown
cust_003930,2019-03-30,31,services,married,secondary,no,395,no,no,cellular,25,jul,3,-1,0,unknown
cust_003932,2019-02-24,41,admin,single,secondary,no,0,no,no,telephone,25,jul,2,-1,0,unknown
cust_003940,2018-07-25,53,services,married,secondary,no,1364,no,no,cellular,25,jul,1,-1,0,unknown
cust_003948,2018-10-29,52,retired,married,secondary,no,5423,no,yes,cellular,25,jul,1,-1,0,unknown
cust_003951,2018-12-19,30,blue_collar,divorced,primary,no,-242,no,yes,cellular,25,jul,2,-1,0,unknown
cust_003954,2018-09-21,54,management,single,tertiary,no,3294,yes,no,cellular,25,jul,5,-1,0,unknown
cust_003956,2018-10-25,47,services,divorced,secondary,no,-116,no,yes,cellular,25,jul,3,-1,0,unknown
cust_003960,2018-12-07,47,management,married,primary,no,2793,yes,no,telephone,25,jul,4,-1,0,unknown
cust_003963,2018-10-31,40,blue_collar,married,secondary,no,0,no,no,cellular,25,jul,2,-1,0,unknown
cust_003975,2019-04-06,57,management,married,tertiary,no,4185,yes,no,telephone,25,jul,2,-1,0,unknown
cust_003977,2018-10-26,34,technician,single,secondary,no,318,no,yes,cellular,25,jul,5,-1,0,unknown
cust_003980,2019-02-26,54,housemaid,married,secondary,no,209,yes,yes,cellular,25,jul,1,-1,0,unknown
cust_003981,2018-07-14,59,retired,married,secondary,no,5706,yes,no,cellular,25,jul,2,-1,0,unknown
cust_003982,2019-04-13,48,management,married,tertiary,no,4006,no,no,cellular,25,jul,4,-1,0,unknown
cust_003986,2019-02-21,39,technician,married,secondary,no,-709,yes,no,cellular,25,jul,6,-1,0,unknown
cust_003989,2018-08-09,39,housemaid,married,secondary,no,42,yes,no,telephone,25,jul,1,-1,0,unknown
cust_004003,2019-02-04,49,housemaid,married,secondary,no,183,no,no,cellular,25,jul,2,-1,0,unknown
cust_004011,2018-10-05,34,blue_collar,married,primary,no,654,no,no,cellular,25,jul,1,-1,0,unknown
cust_004020,2018-12-17,34,technician,married,secondary,no,0,yes,no,cellular,25,jul,3,-1,0,unknown
cust_004022,2019-03-23,55,self_employed,married,secondary,no,2387,yes,no,cellular,25,jul,4,-1,0,unknown
cust_004023,2018-09-30,51,management,divorced,tertiary,no,323,yes,no,cellular,25,jul,9,-1,0,unknown
cust_004024,2019-02-21,30,technician,single,secondary,no,1626,no,no,cellular,25,jul,3,-1,0,unknown
cust_004026,2019-03-25,51,management,married,tertiary,no,656,yes,no,cellular,25,jul,2,-1,0,unknown
cust_004030,2019-01-31,30,management,single,tertiary,no,2,yes,yes,cellular,25,jul,8,-1,0,unknown
cust_004032,2019-04-23,51,technician,married,secondary,no,18,no,yes,cellular,25,jul,6,-1,0,unknown
cust_004038,2018-12-13,52,services,divorced,secondary,no,2455,no,no,cellular,25,jul,1,-1,0,unknown
cust_004048,2019-03-10,31,housemaid,single,secondary,no,0,yes,no,cellular,25,jul,4,-1,0,unknown
cust_004070,2018-10-31,36,admin,married,secondary,no,670,yes,no,cellular,25,jul,3,-1,0,unknown
cust_004081,2019-05-04,58,retired,single,primary,no,999,no,no,cellular,25,jul,6,-1,0,unknown
cust_004082,2018-07-19,58,entrepreneur,married,tertiary,yes,0,no,yes,cellular,25,jul,4,-1,0,unknown
cust_004094,2018-12-25,27,technician,single,secondary,no,-646,yes,no,cellular,25,jul,8,-1,0,unknown
cust_004102,2019-03-10,33,blue_collar,married,secondary,no,-77,yes,no,cellular,28,jul,3,-1,0,unknown
cust_004117,2018-05-27,56,technician,married,secondary,no,4063,no,yes,telephone,28,jul,4,-1,0,unknown
cust_004126,2018-12-25,37,blue_collar,married,secondary,no,965,yes,no,cellular,28,jul,4,-1,0,unknown
cust_004129,2019-05-10,42,blue_collar,married,secondary,no,-128,no,yes,cellular,28,jul,4,-1,0,unknown
cust_004136,2018-12-02,48,management,married,secondary,no,268,yes,no,cellular,28,jul,7,-1,0,unknown
cust_004137,2018-07-22,25,technician,single,secondary,no,616,no,yes,cellular,28,jul,4,-1,0,unknown
cust_004145,2019-04-01,31,management,married,tertiary,no,0,yes,yes,cellular,28,jul,8,-1,0,unknown
cust_004151,2018-08-27,28,services,single,secondary,no,1136,no,no,cellular,28,jul,3,-1,0,unknown
cust_004152,2018-08-21,44,admin,married,primary,no,-92,no,yes,cellular,28,jul,5,-1,0,unknown
cust_004155,2019-03-02,27,management,single,tertiary,no,72,yes,no,cellular,28,jul,7,-1,0,unknown
cust_004158,2019-02-14,46,admin,married,secondary,no,31,yes,yes,telephone,28,jul,2,-1,0,unknown
cust_004160,2019-04-12,38,technician,divorced,tertiary,no,465,no,yes,cellular,28,jul,3,-1,0,unknown
cust_004163,2018-06-12,58,management,single,tertiary,no,331,no,yes,cellular,28,jul,3,-1,0,unknown
cust_004164,2019-04-05,52,management,married,tertiary,no,2428,yes,no,cellular,28,jul,3,-1,0,unknown
cust_004167,2019-01-30,38,services,married,secondary,no,0,yes,no,telephone,28,jul,2,-1,0,unknown
cust_004169,2018-11-05,39,management,married,tertiary,no,278,no,yes,cellular,28,jul,3,-1,0,unknown
cust_004179,2018-10-19,33,services,single,secondary,no,0,yes,no,cellular,28,jul,2,-1,0,unknown
cust_004187,2018-12-27,48,technician,married,secondary,no,759,yes,no,cellular,28,jul,5,-1,0,unknown
cust_004189,2018-08-16,29,blue_collar,married,secondary,no,246,yes,no,cellular,28,jul,5,-1,0,unknown
cust_004196,2019-02-24,56,admin,divorced,secondary,no,1026,yes,no,cellular,28,jul,2,-1,0,unknown
cust_004198,2018-08-28,39,blue_collar,married,secondary,no,366,yes,no,cellular,28,jul,5,-1,0,unknown
cust_004205,2019-04-20,32,technician,married,secondary,no,659,no,yes,cellular,28,jul,2,-1,0,unknown
cust_004217,2018-11-25,53,entrepreneur,married,tertiary,no,1129,no,yes,cellular,28,jul,8,-1,0,unknown
cust_004218,2019-02-24,60,retired,married,secondary,no,3570,no,no,telephone,28,jul,2,-1,0,unknown
cust_004223,2018-12-30,48,blue_collar,married,secondary,no,917,yes,no,cellular,28,jul,5,-1,0,unknown
cust_004226,2018-07-28,30,services,married,secondary,no,1399,no,no,cellular,28,jul,6,-1,0,unknown
cust_004229,2018-12-10,33,services,married,secondary,no,90,yes,no,cellular,28,jul,2,-1,0,unknown
cust_004230,2019-03-12,39,services,married,secondary,no,-267,yes,no,cellular,28,jul,10,-1,0,unknown
cust_004232,2018-08-02,44,housemaid,married,secondary,no,829,no,no,cellular,28,jul,3,-1,0,unknown
cust_004235,2019-03-11,58,housemaid,married,primary,no,435,yes,no,telephone,28,jul,6,-1,0,unknown
cust_004236,2018-06-10,29,blue_collar,married,primary,no,-382,yes,no,cellular,28,jul,2,-1,0,unknown
cust_004237,2018-12-19,55,technician,married,secondary,no,3899,yes,no,telephone,28,jul,4,-1,0,unknown
cust_004250,2019-03-11,27,technician,married,secondary,no,0,yes,yes,telephone,28,jul,2,-1,0,unknown
cust_004276,2019-03-03,29,services,single,secondary,no,553,no,yes,cellular,28,jul,5,-1,0,unknown
cust_004279,2019-02-23,60,technician,divorced,tertiary,no,-361,no,yes,cellular,28,jul,6,-1,0,unknown
cust_004287,2019-02-09,29,services,single,secondary,no,209,yes,no,cellular,28,jul,7,-1,0,unknown
cust_004296,2019-01-22,30,student,single,tertiary,no,146,no,no,cellular,28,jul,2,-1,0,unknown
cust_004302,2019-01-04,59,retired,married,primary,no,824,yes,no,telephone,28,jul,3,-1,0,unknown
cust_004307,2018-10-31,51,management,divorced,tertiary,no,0,yes,no,cellular,28,jul,4,-1,0,unknown
cust_004313,2018-10-22,43,technician,divorced,secondary,no,1413,yes,no,telephone,28,jul,3,-1,0,unknown
cust_004317,2018-11-19,54,retired,single,secondary,no,129,no,yes,cellular,28,jul,2,-1,0,unknown
cust_004319,2018-08-08,58,housemaid,married,tertiary,no,94,no,yes,cellular,28,jul,7,-1,0,unknown
cust_004321,2019-01-05,29,management,single,tertiary,no,91,yes,no,telephone,28,jul,4,-1,0,unknown
cust_004325,2019-02-09,37,services,married,secondary,no,1616,yes,no,cellular,28,jul,3,-1,0,unknown
cust_004329,2018-05-15,34,entrepreneur,married,secondary,no,3994,no,yes,cellular,28,jul,3,-1,0,unknown
cust_004333,2018-09-06,55,technician,married,secondary,no,176,yes,no,cellular,28,jul,2,-1,0,unknown
cust_004335,2018-05-11,54,technician,married,secondary,no,1938,no,yes,cellular,28,jul,3,-1,0,unknown
cust_004336,2018-06-10,32,admin,single,secondary,no,976,yes,no,cellular,28,jul,3,-1,0,unknown
cust_004339,2019-02-24,35,blue_collar,single,primary,no,-631,yes,no,cellular,28,jul,3,-1,0,unknown
cust_004342,2019-03-03,41,technician,married,secondary,no,2125,yes,yes,cellular,28,jul,4,-1,0,unknown
cust_004349,2019-04-18,36,management,single,tertiary,no,1743,yes,no,cellular,28,jul,2,-1,0,unknown
cust_004350,2018-07-10,30,admin,married,secondary,no,39,yes,no,cellular,28,jul,3,-1,0,unknown
cust_004353,2018-08-18,44,technician,divorced,secondary,no,0,no,no,cellular,28,jul,5,-1,0,unknown
cust_004359,2019-03-12,29,services,married,secondary,no,417,yes,no,cellular,28,jul,11,-1,0,unknown
cust_004360,2019-03-02,30,services,married,secondary,no,208,no,yes,cellular,28,jul,3,-1,0,unknown
cust_004363,2018-09-06,52,blue_collar,divorced,secondary,no,1912,yes,yes,cellular,28,jul,2,-1,0,unknown
cust_004374,2018-08-07,32,management,married,tertiary,no,128,yes,no,cellular,28,jul,3,-1,0,unknown
cust_004376,2019-01-13,35,admin,married,tertiary,no,0,yes,no,cellular,28,jul,7,-1,0,unknown
cust_004377,2019-01-28,26,unemployed,single,tertiary,no,102,no,no,cellular,28,jul,2,-1,0,unknown
cust_004379,2018-08-15,26,admin,single,secondary,no,1690,no,yes,cellular,28,jul,3,-1,0,unknown
cust_004380,2018-08-13,48,technician,married,secondary,no,0,no,no,cellular,28,jul,3,-1,0,unknown
cust_004381,2019-01-29,33,management,married,tertiary,no,1206,yes,no,cellular,28,jul,6,-1,0,unknown
cust_004386,2018-08-19,60,self_employed,married,secondary,no,3105,no,no,telephone,28,jul,4,-1,0,unknown
cust_004387,2018-07-16,47,blue_collar,married,secondary,no,912,no,no,telephone,28,jul,9,-1,0,unknown
cust_004396,2018-09-14,47,blue_collar,married,primary,no,0,yes,yes,telephone,28,jul,3,-1,0,unknown
cust_004397,2018-09-02,35,technician,married,secondary,no,-499,yes,no,cellular,28,jul,4,-1,0,unknown
cust_004401,2018-11-07,32,blue_collar,single,primary,no,60,yes,no,cellular,28,jul,2,-1,0,unknown
cust_004405,2018-11-16,27,blue_collar,single,primary,no,1,yes,no,cellular,28,jul,6,-1,0,unknown
cust_004422,2018-11-12,37,services,married,secondary,no,3,yes,no,cellular,29,jul,6,-1,0,unknown
cust_004423,2018-10-04,32,blue_collar,single,primary,no,882,no,yes,cellular,29,jul,8,-1,0,unknown
cust_004425,2018-06-20,36,management,single,tertiary,no,8,no,no,cellular,29,jul,7,-1,0,unknown
cust_004428,2019-04-23,41,technician,married,tertiary,no,354,no,no,cellular,29,jul,5,-1,0,unknown
cust_004435,2019-05-03,53,unemployed,married,primary,no,845,no,no,cellular,29,jul,2,-1,0,unknown
cust_004439,2018-12-28,36,admin,married,secondary,no,-323,yes,no,cellular,29,jul,8,-1,0,unknown
cust_004445,2019-04-15,28,management,single,secondary,no,-513,no,yes,cellular,29,jul,8,-1,0,unknown
cust_004449,2018-09-23,46,unemployed,married,secondary,no,931,no,no,cellular,29,jul,5,-1,0,unknown
cust_004457,2018-09-26,59,entrepreneur,married,secondary,no,1085,no,yes,cellular,29,jul,4,-1,0,unknown
cust_004458,2018-07-21,54,entrepreneur,married,tertiary,no,84,no,no,cellular,29,jul,2,-1,0,unknown
cust_004461,2018-10-28,30,management,single,tertiary,no,62,yes,no,cellular,29,jul,5,-1,0,unknown
cust_004474,2018-06-01,40,admin,married,secondary,yes,94,no,no,cellular,29,jul,2,-1,0,unknown
cust_004485,2019-01-05,36,management,single,tertiary,no,442,yes,yes,cellular,29,jul,3,-1,0,unknown
cust_004491,2019-01-10,56,technician,married,secondary,no,1199,yes,yes,cellular,29,jul,2,-1,0,unknown
cust_004492,2018-12-03,51,entrepreneur,married,tertiary,no,209,no,no,cellular,29,jul,2,-1,0,unknown
cust_004501,2019-04-17,55,management,single,tertiary,no,797,no,no,cellular,29,jul,2,-1,0,unknown
cust_004504,2018-10-26,42,self_employed,married,secondary,no,2130,yes,yes,cellular,29,jul,2,-1,0,unknown
cust_004525,2018-05-21,50,admin,married,secondary,no,176,no,no,cellular,29,jul,2,-1,0,unknown
cust_004533,2018-11-17,45,management,divorced,tertiary,no,6200,no,no,cellular,29,jul,2,-1,0,unknown
cust_004538,2019-05-02,26,blue_collar,single,secondary,no,114,no,yes,cellular,29,jul,4,-1,0,unknown
cust_004541,2018-07-11,32,technician,married,secondary,no,342,yes,no,cellular,29,jul,3,-1,0,unknown
cust_004545,2018-11-03,41,entrepreneur,married,secondary,no,547,no,no,cellular,29,jul,2,-1,0,unknown
cust_004548,2019-02-26,55,services,married,secondary,no,529,yes,no,cellular,29,jul,2,-1,0,unknown
cust_004549,2018-11-17,46,self_employed,married,tertiary,no,1148,no,no,telephone,29,jul,2,-1,0,unknown
cust_004550,2019-04-03,32,admin,single,tertiary,no,138,no,yes,cellular,29,jul,4,-1,0,unknown
cust_004553,2018-09-12,44,technician,married,secondary,no,1226,yes,yes,cellular,29,jul,2,-1,0,unknown
cust_004563,2019-03-23,51,services,divorced,secondary,no,974,yes,yes,cellular,29,jul,4,-1,0,unknown
cust_004566,2018-12-29,45,management,married,primary,no,2690,no,no,telephone,29,jul,4,-1,0,unknown
cust_004568,2019-02-03,58,retired,married,primary,no,5506,no,no,telephone,29,jul,4,-1,0,unknown
cust_004573,2019-01-05,34,technician,single,secondary,no,475,yes,no,cellular,29,jul,8,-1,0,unknown
cust_004574,2018-12-02,58,retired,divorced,secondary,no,19,no,no,cellular,29,jul,2,-1,0,unknown
cust_004582,2018-05-25,52,blue_collar,married,secondary,no,594,no,no,telephone,29,jul,2,-1,0,unknown
cust_004586,2018-08-10,39,housemaid,married,secondary,no,0,yes,no,cellular,29,jul,4,-1,0,unknown
